Cage ,85,146,92,98,97,95,187,190,99,148,149,103,102,100,88,143,106,104,109,110,107,108,153,154,113,112,117,156,118,114,123,121,159,124,126,81,161,129,165,130,131,132,167,133,169,193,84,83,134,136,174,176,138,177,179,184,183,180,186,140
9.5,979.309,1502.4,198.867,761.546,1935.27,8.61235,3185.06,238.108,823.377,189.157,764.64,833.127,1025.85,905.474,18066.7,153.59,827.755,16364.6,1327.47,1880.06,3.73271,2362.93,857.392,5006.39,1904.61,4172.36,465.486,1251.82,2981.95,1579.76,7357,671.745,370.569,310.611,2470.97,1876.23,0.40731,138.894,5547.06,1227.24,252.732,48627.4,1871.09,5297.6,112.368,1671.63,1061.77,725.681,3447.96,148.537,175.496,829.003,979.863,204.13,163.886,1666.07,635.015,3416.74,605.871,23431.9
10,156.911,18303.1,241.224,950.213,408.886,,393.613,746.784,280.99,524.813,433.369,439.837,5160.26,149.021,10908,125.976,5630.94,11267.8,1592.48,701.204,1.4658,1912.96,6988.32,3408.65,1715.08,261.516,1475.45,9941.74,4008.32,372.761,259.865,1127.89,2745.69,1548.14,1060.88,1446.05,248.383,179.282,1404.07,2747.34,765.517,31530.1,1767.92,4465.66,3365.02,7441.11,642.057,524.829,337.376,123.268,167.11,3311.98,444.966,816.063,344.957,992.539,1331.99,277.731,627.548,540.814
10.5,307.585,6536.5,601.103,97.6015,100.472,,48.7867,1343.48,135.538,870.984,76.1101,352.44,1537.29,,11373.9,114.257,1710.76,11327.5,1620.32,368.108,7254.24,473.478,9874.38,161.408,1394.41,158.394,516.981,5651.83,2790.84,114.072,141.436,207.82,901.377,688.298,77.2372,89.157,564.207,108.192,288.282,1602.1,534.304,35841.9,196.097,5735.59,1906.17,653.52,177.52,205.957,124.963,78.6988,389.99,418.497,101.015,201.984,959.989,71.8411,166.269,690.397,812.253,129.041
11,53.4045,43.4375,120.404,615.186,622.903,444.111,621.749,9904.23,334.392,1478.94,284.228,1495.23,7787.84,676.666,12285.5,1586.92,955.806,186.547,75.2942,231.144,116.308,131.464,1060.44,711.656,843.373,825.358,4176.21,9086.98,3346,637.555,4393.59,319.625,5464.19,1864.92,1187.63,569.061,702.069,1351.18,566.237,185.018,83.5918,99.7745,691.001,8790.89,564.073,4087.33,733.416,902.481,1307.09,611.726,1303.24,816.408,197.355,906.184,1727.68,931.122,1419.73,829.332,1992.57,892.635
11.5,,,,412.262,494.677,1116.85,203.719,11564.5,342.776,232.135,103.02,465.657,6154.97,4835.55,8515.7,489.29,358.525,,,,,,22225.7,515.425,1461.45,240.756,273.94,1295.81,316.385,639.015,11710,590.658,596.36,470.977,978.292,334.228,215.737,178.976,198.26,,,,526.732,584.625,487.136,245.682,446.112,1886.36,2803.93,559.191,437.23,289.498,42.5011,608.809,633.622,856.301,240.682,152.026,2306.3,22791.6
12,,,,1683.31,2679.31,0.687972,274.846,29784.4,324.448,159.842,449.899,1171.16,167.902,7233.37,3553.96,846.054,708.436,14.2648,,,,,22252.3,6140.89,519.011,781.159,515.345,11792.4,1996.39,5445.5,10723.8,3629.76,294.756,446.451,1753.52,565.814,213.577,239.854,953.29,,,,1168.34,834.884,2456.08,356.021,2796.08,495.925,7166.86,114.638,203.097,250.372,24.8332,612.006,270.89,4127.56,333.629,197.761,1731.62,11365.1
12.5,,,,3439.06,5875.29,19.9636,1677.01,37510.9,314.368,1332.23,1082.97,2301.53,5709.49,1323.94,7797.81,272.33,556.067,9951.69,,,,,25846.2,9389.83,3196.37,9934.81,1275.57,7925.05,1533.42,937.345,9710.46,1397.29,300.746,2449.43,3780.52,1484.64,289.881,1621.95,11173.6,,,,6382.31,899.243,10022.7,6850.47,6224.24,1104.96,4069.33,2138.98,759.692,1882.48,113.238,1509.6,2120.06,20162.8,1024.97,2487.29,5985.08,356.105
13,,,,3642.4,4094.37,2389.41,9274.01,28183.9,7370.66,4178.23,927.697,2949.65,9281.35,,11095.5,2144.05,1478.37,15509.7,,,,,7301.32,4751.16,2441.77,2531.78,4833.5,14906.9,7863.59,5672.76,11899.7,1103.77,2134.56,1483.94,4469.74,1632.95,366.916,1995.38,12776.6,,,,4231.79,14022.4,12225.7,5252.26,4051.81,9602.68,1832.99,5856.8,2677.42,17592.2,1962.96,426.077,1546.36,17222,469.904,2634.23,8804.96,18891.6
13.5,,,,177.801,418.231,714.317,7648.35,1313.46,4662.29,6226.39,1672.11,2668.87,16134.9,1276.74,6553.86,849.714,7595.41,11675,,,,,1879.45,6062.96,8951.93,1764.68,2618.4,9165.28,10759.6,6226.15,11702.4,1644.82,10164.1,2457.72,12885,1154.26,1081.26,1663.82,11411.8,,,,2333.11,15015.1,2747.53,4411.73,433.11,1086.78,16166.2,2631.8,2110.5,14548.5,4003.53,1049.24,4330.85,23844.9,4476.76,4963.21,4783.33,47752.3
14,,,,5038.08,2098.3,1617.15,7663.52,644.663,3123.79,430.569,519.889,1750.27,2615.71,15284.4,4164.88,2775.88,3676.64,5151.54,,,,,623.638,504.768,2796.78,1032.36,493.447,263.521,8266.31,326.997,2886.44,506.275,4612.84,1801.03,15416.2,1320.38,1822.31,1617.94,3042.83,,,,3329.39,15618.2,8861.25,439.207,669.941,381.673,3208.36,768.313,797.84,6726.06,1111.58,926.654,2595.78,6318.71,1503.92,2433.79,1811.27,21633.9
14.5,,,,2599.02,2731.15,756.211,10175.4,296.589,2656.97,383.981,2471.29,293.795,14649.5,4300.04,617.953,260.314,847.473,,,,,,784.701,5460.23,2197.16,510.401,425.072,302.222,10998.6,4894.04,348.894,2027.8,552.249,471,536.583,1713.79,1096.43,4213.31,1324.48,,,,5390.76,12802.4,8307.46,516.839,1862.57,3252.3,451.855,570.374,424.555,220.972,115.635,388.23,668.401,1169.98,1371.34,5134.67,1720.87,5071.9
15,,,,2074.96,1790.69,,4183.09,316.961,158.313,1919.73,778.2,1672.28,4970.53,6927.57,3694.57,394.274,852.907,,,,,,412.37,4246.68,831.664,318.504,2881.04,1835.97,4175.36,1968.46,448.319,1247.08,340.93,2664.78,3802.56,2673.41,1993.43,3592.75,1053.38,,,,1319.82,7626.96,1444.26,2385.39,2686.12,5577.88,372.895,2190.85,1022.66,500.599,164.178,2858.93,505.155,5246.69,605.837,7630.41,4334.75,701.184
15.5,,,,7243.76,23595.7,1856.88,1589.37,792.881,13.9031,1427.3,5526.38,925.941,8710.72,337.177,3474.51,1129.24,2095.62,62.5813,,,,,12294.6,12555.2,4708.71,2953.33,5533.97,13284.7,3969.99,4693.78,6671.42,3434.46,13972,869.89,7002.22,1973.06,1021.74,1509.11,437.061,,,,5643.49,8209.94,15522.4,4976.09,1620.09,6229.74,4083.7,9907.62,6290.67,17401.6,5102.57,1682.85,2971.8,4489.55,1267.56,3012.91,9027.24,3742.65
16,,,,1244.33,6310.75,1501.25,297.621,383.046,7.95213,1453.07,3648.14,444.476,2587.35,1861.11,2058.92,669.687,2376.27,6866.1,,,,,3950.14,12740.7,7586.43,13092.1,1774.92,6746.34,258.123,3263.82,6651.61,1911.83,11024.5,1744.71,6759.47,205.278,234.232,2721.28,346.002,,,,4977,11303.2,14880.7,2483.84,863.804,1746.53,3528.33,12464.6,5356.83,4820.89,1859.36,141.633,3367.64,4475.43,2588.54,1526.56,3885.45,26265.5
16.5,,,,2782.36,12051.6,895.364,1430.78,1393.65,536.405,795.639,2630.28,249.614,198.391,4814.95,152.64,1047.75,3499.1,1451.08,,,,,5723.89,14170.5,7200.72,1780.03,240.739,2356.8,4920.32,1545.08,1177.03,1068.97,4515.42,1444.62,8304.83,234.99,207.213,328.481,1436.55,,,,2796.81,8263.36,16967,2662.24,584.109,1344.17,862.336,1509.63,3075.73,1628.97,1201.39,474.844,1984.12,5111.9,2543.61,2836.8,631.661,22381.4
17,,,,1178.18,3920.14,4315.27,1589.05,1104.52,1002.5,1082.01,532.649,123.64,198.126,,2142.14,322.345,1006.18,691.326,,,,,5173.42,10198.1,3796.45,3164.35,577.268,136.938,1451.43,757.279,3144.14,1086.41,1264.99,368.658,586.346,1320.34,381.812,410.086,435.819,,,,2512.93,2554.35,6788.14,194.47,519.442,782.245,1866.6,1901.31,451.146,2537.03,3290.6,2458.57,398.58,1452.4,609.743,2948.14,4031.83,6087.12
17.5,,,,5702.37,484.373,133.051,6131.81,967.145,3102.49,2499.12,3925.31,2597.19,4882.22,6844.25,3311.37,417.341,1091.83,456.995,,,,,1190.9,4677.87,3670.76,1632.02,5427.09,2269.4,4966.17,15298.1,84.5761,3451.15,3482.16,1057.64,1732.07,3768.36,893.803,168.715,678.264,,,,1395.1,864.033,2442.56,7814.03,6180.78,8401.48,4043.96,1768.69,1174,4583.45,1955.72,2927.56,2458.07,14787.5,6729.73,3094.63,3078.3,167.495
18,,,,3673.15,7257.34,35.4564,6684.57,509.551,394.339,2334.97,3423.46,1767.48,1160.39,31.8887,169.41,167.049,666.129,614.032,,,,,7207.04,7274.61,4511.86,1031.14,4944.12,1761.29,5254.99,12608,,2209.68,12382.3,204.244,4997.73,2935.23,366.474,195.947,811.313,,,,1492.12,5811.16,967.761,7695.08,4721.54,8091.5,708.547,1584.25,4350.17,2767.11,367.859,1745.8,903.594,16544.2,5222.66,3975.15,6665.07,17082.4
18.5,4948.59,5833.96,9745.2,297.927,7069.79,,5837.79,608.94,2652.53,,253.639,1151.39,2302.72,2254.83,2321.56,130.509,1545.71,666.485,8661.22,22248.2,16759.6,10998.8,4839.21,3977.66,9218.18,3515.6,10764.6,2016.9,4312.31,10726.9,2976.86,2933.9,9316.45,1719.74,2681.75,4711.13,1123.64,1992.03,271.241,8226.51,23065.8,57258.9,2149.6,5595.66,7360.58,7661.83,968.835,9639.13,706.797,4911.1,1962.03,1137.87,346.215,3549.26,2140.92,10911.9,4076.06,710.595,3771.69,3889.16
19,5927.51,4408.69,7821.82,235.345,5178.62,1241.7,8795.42,3137.12,5419.71,119.514,1040.55,302.438,3837.92,9506.14,3981.48,795.151,10309.4,2674.04,4485.5,16714.4,11980.7,6014.1,7188.25,12923,8442.15,3830.26,8833.06,352.999,5620.44,8228.23,2809.53,2370.96,7188.88,851.91,6431.92,4172.6,343.254,2726.91,549.052,6324.04,35710.3,42493.6,1954.75,9064.79,7285.63,8140.13,382.756,2582.64,7641.57,1760.57,1295.49,464.458,1505.31,616.711,1728.43,764.84,782.894,253.814,685.98,425.726
19.5,4181.07,11307.1,5678.02,2585.36,3546.85,2578.1,5583.18,1009.29,3552.28,1106.58,769.948,1465.15,8178.66,2557.62,436.274,1555.35,5012.79,8424.74,6415.89,13856.9,6961.25,5046.6,4099.16,12119.4,3819.95,3799.47,5453.19,3667.47,7916.98,11619.4,2072.25,380.763,7955.45,2120.11,1269.73,4183.99,895.392,1925.83,1536.29,5323.7,30117.5,54427.2,2544.57,9666.66,8820.82,3765.79,2134.67,12557.3,4710.53,6952.69,2607.5,2493.38,1304.31,166.755,987.093,623.178,2932.74,1705.89,3267.56,23789.4
20,4035.72,9387.65,5753.92,4131.57,281.03,1926.8,4381.64,1105.31,21.8428,2210.66,851.159,1333.1,3678.7,5784.34,4846.24,4902.6,9149.56,1775.04,720.113,6038.75,5039.22,2778.77,1782.51,12701.8,5771.34,1812,332.943,1092.45,5193.21,11441.9,492.715,245.248,287.517,1898.31,3076.91,2789.69,5784.42,841.517,3245.28,2851.16,41684.9,50430.7,4325.39,6767.13,907.852,6580.15,5203.03,12198,837.519,1060.13,274.855,3899.2,1166.35,1250.33,1541.94,4750.09,1721.95,6378.73,8286.11,23597.4
20.5,2575.38,3627.66,2200.72,4907.13,1870.59,3259.57,7280.35,366.116,21.0126,2118.28,968.897,997.443,6141.22,1198.38,3929.48,4315.46,9500.91,3266.52,2365.2,5500.97,5515.31,773.134,3177.5,1559.3,7074.68,2660.67,7477.98,2308.22,433.153,2180.95,1670.54,3400.9,305.952,1901.74,330.247,2102.39,4032.51,1410.29,10414,4042.38,33338.3,56887.3,3144.67,1832.35,15646.7,8948.31,3506.87,2512.08,378.409,2807.03,280.279,2725.76,371.256,1762.67,1122.82,10866,2952.17,3193.37,1523.39,13449.3
21,2386.27,626.45,1449.07,572.945,6989.32,497.777,2691.25,700.118,2031.32,0,2303.92,296.929,3243.2,2.97939,2880.44,178.906,9393.08,2076.84,2950.58,4304.97,3259.05,2451.45,2538.24,156.224,2011.12,547.86,7267.97,2397.36,1940.81,414.713,10494.3,2798.93,1164.39,584.099,1761.44,3238.84,2534.43,2475.28,1711.08,1758.46,28906.7,54870.9,2819.89,2872.46,9986.04,11233.2,2421.23,1112.84,14311.4,1498.22,4991.45,482.962,374.905,403.506,467.047,5786.43,3756.63,4389.72,10323.2,17597.4
21.5,545.269,240.041,1729.51,242.055,5871.34,117.615,2080.59,1028.26,3084.02,203.345,1399.3,432.428,1339.76,36.7799,7276.97,235.792,7894.7,841.464,2658,494.202,4337.43,567.245,8323.17,8497.66,5238.12,3279.43,7083.99,2176.05,4944.11,1373.93,5518.53,2705.94,6790.94,901.029,1408.6,2696.55,579.813,1090.52,800.132,1921.06,27143.4,33513.8,1607.53,7672.4,3134.51,9132.12,352.369,7331.52,2263.06,838.037,1156.99,749.574,537.682,1872.56,2313.72,8154.71,1125.99,4892.76,7298.62,16085.5
22,1632.03,640.167,4056.2,1863.35,5978.39,1614.71,4734.07,1249.68,1091.15,1940.74,147.116,404.29,1309.21,2927.39,7995.45,2930.68,2943.92,6714.73,2153.18,3847.32,417.068,2831.94,6055.16,12563.7,8491.55,4568.7,7900.65,1969.26,3746.54,12694.3,3995.81,960.934,4951.1,2073.86,1606.76,3655.19,3378.19,936.218,1432.14,1168.42,23070.9,68702.4,258.284,10982,469.461,1802.15,1343.57,19539.8,364.11,787.971,2216.39,1254.11,2143.14,428.67,1401.73,358.922,2267.28,4240.85,12953.7,6650.94
22.5,3108.45,2575.86,4977.07,3098.11,3523.97,2280.28,8365.55,378.135,7.79585,2355.53,162.989,722.001,6950.38,797.516,9117.63,899.715,3515.37,8682.39,191.308,4236.59,4022.82,1734.85,5618.49,5153.96,3956.46,2420.76,952.324,372.692,7114.25,5006.94,4671.12,343.578,8198.33,1230.81,211.03,4589.01,3495.7,708.806,9228.42,1000.84,11532,37732.3,1350.52,10745.7,8219.51,3074.55,3040.27,13269.6,3516.6,4951.68,3293.51,3864.92,1862.49,255.83,2273.57,5163.85,2593.58,3689.16,6576.47,26613.8
23,3418.72,520.708,3104.08,2403,265.243,3403.36,11401.9,630.06,2374.58,3925.96,1109.5,1071.97,2023.97,5093.64,2186.72,2301.56,5378.85,13368.9,1767.6,317.816,12626.9,1062.05,4847.34,18669.2,7189.03,1956.03,420.983,988.725,5598.32,12184.5,4283.63,903.154,476.538,1513.93,1166.17,1624.35,2762.33,3999.41,2424.07,1890.75,18261.7,59483,2155.96,10366.1,4548.69,6473.59,1411.71,1111.12,2035.32,663.515,2207.23,2246.07,412.846,1454.05,337.039,5484.56,4379.28,4531.75,765.368,21064.5
23.5,,,,3454.16,11096.5,2534.74,3712.71,250.727,6750.95,284.507,504.206,1064.08,4510.51,,4511.71,377.71,3678.88,8796.48,,,,,9331.57,16083.9,7090.89,536.757,411.493,771.38,541.652,10096.8,8780.63,959.235,540.074,639.103,1142.1,3317.76,1410.96,1038.65,276.843,,,,1375.35,8035.54,8978.87,7472.18,3368.31,3083.43,1723.16,903.553,639.888,1366.21,454.373,1145.98,390.556,7566.03,1767.09,4533.7,2415.48,17546.6
